nr_partition_year|nr_partition_month|nr_partition_day|dt_ref|seller_id|seller_receita_ciclo|seller_qt_pedidos_ciclo|seller_ticket_medio_ciclo|seller_qt_item_ciclo|seller_qt_item_dist_ciclo|seller_recencia_ciclo|seller_tempo_medio_entrega|seller_qt_ativacao_ciclo|seller_qt_dias_ativacao_ciclo|seller_qt_venda_AC|seller_qt_venda_AL|seller_qt_venda_AM|seller_qt_venda_AP|seller_qt_venda_BA|seller_qt_venda_CE|seller_qt_venda_DF|seller_qt_venda_ES|seller_qt_venda_GO|seller_qt_venda_MA|seller_qt_venda_MG|seller_qt_venda_MS|seller_qt_venda_MT|seller_qt_venda_PA|seller_qt_venda_PB|seller_qt_venda_PE|seller_qt_venda_PI|seller_qt_venda_PR|seller_qt_venda_RJ|seller_qt_venda_RN|seller_qt_venda_RO|seller_qt_venda_RR|seller_qt_venda_RS|seller_qt_venda_SC|seller_qt_venda_SE|seller_qt_venda_SP|seller_qt_venda_TO|seller_vl_agro_industria_e_comercio_ciclo|seller_vl_alimentos_bebidas_ciclo|seller_vl_artes_ciclo|seller_vl_artigos_de_festas_ciclo|seller_vl_audio_ciclo|seller_vl_automotivo_ciclo|seller_vl_bebes_ciclo|seller_vl_beleza_saude_ciclo|seller_vl_brinquedos_ciclo|seller_vl_cama_mesa_banho_ciclo|seller_vl_casa_ciclo|seller_vl_cds_dvds_musicais_ciclo|seller_vl_cine_foto_ciclo|seller_vl_climatizacao_ciclo|seller_vl_construcao_ciclo|seller_vl_cool_stuff_ciclo|seller_vl_eletrodomesticos_ciclo|seller_vl_eletronicos_ciclo|seller_vl_eletroportateis_ciclo|seller_vl_esporte_lazer_ciclo|seller_vl_fashion_ciclo|seller_vl_ferramentas_jardim_ciclo|seller_vl_flores_ciclo|seller_vl_industria_comercio_e_negocios_ciclo|seller_vl_instrumentos_musicais_ciclo|seller_vl_la_cuisine_ciclo|seller_vl_livros_ciclo|seller_vl_malas_acessorios_ciclo|seller_vl_market_place_ciclo|seller_vl_moveis_ciclo|seller_vl_musica_ciclo|seller_vl_papelaria_ciclo|seller_vl_informatica_ciclo|seller_vl_perfumaria_ciclo|seller_vl_pet_shop_ciclo|seller_vl_portateis_ciclo|seller_vl_relogios_presentes_ciclo|seller_vl_seguros_e_servicos_ciclo|seller_vl_sinalizacao_e_seguranca_ciclo|seller_vl_telefonia_ciclo|seller_vl_utilidades_domesticas_ciclo|seller_valor_pgmt_boleto_ciclo|seller_valor_pgmt_credit_card_ciclo|seller_valor_pgmt_debit_card_ciclo|seller_valor_pgmt_not_defined_ciclo|seller_valor_pgmt_voucher_ciclo|seller_tx_ativacao_ciclo|seller_receita_vida|seller_idade_base|seller_qt_pedidos_vida|seller_qt_item_dist_vida
2018|01|01|2018-01-01|0015a82c2db000af6aaaf3ae2ecb0532|1790.0|2|895.0|2|1|74.0|10.49|1|2|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1790.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0.0|0|0.0|0.0|0.0|0.0|1790.0|0.0|0.0|0.0|0.022|2685.0|95.07|3|1
2018|01|01|2018-01-01|001cca7ae9ae17fb1caed9dfb1094831|6595.0|54|122.13|64|7|2.91|14.74|3|24|0|0|0|0|7|0|0|4|0|0|7|0|0|0|0|1|0|2|10|0|1|0|5|4|0|21|2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|613.0|0.0|0.0|0.0|0.0|0.0|0.0|5982.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0.0|0|0.0|0.0|0.0|937.0|5361.0|99.0|0.0|198.0|0.261|21275.23|330.2|171|9
2018|01|01|2018-01-01|002100f778ceb8431b7a1020ff7ab48f|796.8|36|22.13|42|15|2.91|15.39|3|21|0|0|0|0|1|0|0|1|1|0|8|0|0|1|0|0|0|2|1|1|0|0|4|2|0|20|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|796.7999999999994|0.0|0.0|0.0|0.0|0.0|0|0.0|0|0.0|0.0|0.0|309.3|424.9|0.0|0.0|62.6|0.228|781.8|108.95|38|15
2018|01|01|2018-01-01|003554e2dce176b5555353e4f3555ac8|120.0|1|120.0|1|1|16.7|4.63|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0.0|0|0.0|0.0|0.0|0.0|120.0|0.0|0.0|0.0|0.06|120.0|16.7|1|1
2018|01|01|2018-01-01|004c9cd9d87a3c30c522c48c4fc07416|4289.96|37|115.94|38|25|8.09|16.24|3|23|0|0|0|0|1|0|0|1|4|0|3|1|1|1|0|1|0|1|5|0|0|0|3|0|0|16|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3822.869999999998|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0.0|0|0.0|0.0|0.0|719.94|3315.12|0.0|0.0|254.9|0.25|16228.88|337.89|130|75
2018|01|01|2018-01-01|00ee68308b45bc5e2660cd833c3f81cc|4995.0|38|131.45|52|12|2.16|6.71|3|19|0|0|0|0|0|0|1|1|1|0|3|0|0|0|0|0|0|2|6|0|0|0|4|2|0|32|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|4400.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|595.0|0.0|0.0|0.0|0.0|0.0|0|0.0|0|0.0|0.0|0.0|340.0|4315.0|0.0|0.0|340.0|0.207|4641.0|103.95|40|12
2018|01|01|2018-01-01|013900e863eace745d3ec7614cab5b1a|460.7|7|65.81|8|7|9.38|14.99|2|6|0|0|0|0|0|0|0|1|0|0|3|0|0|0|0|1|0|0|0|0|0|0|0|0|0|3|0|0.0|0.0|0.0|0.0|0.0|0.0|55.9|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|404.8|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0.0|0|0.0|0.0|0.0|0.0|460.7|0.0|0.0|0.0|0.065|768.7|302.57|10|10
2018|01|01|2018-01-01|014c0679dd340a0e338872e7ec85666a|575.0|2|287.5|2|2|17.37|22.11|2|2|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|575.0|0.0|0.0|0.0|0.0|0.0|0|0.0|0|0.0|0.0|0.0|0.0|575.0|0.0|0.0|0.0|0.022|2572.0|339.98|7|4
2018|01|01|2018-01-01|014d9a685fd57276679edd00e07089e5|69.99|1|69.99|1|1|38.88|4.45|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|69.99|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0.0|0|0.0|0.0|0.0|69.99|0.0|0.0|0.0|0.0|0.026|69.99|38.88|1|1
2018|01|01|2018-01-01|0176f73cc1195f367f7b32db1e5b3aa8|559.7|3|186.57|3|2|30.56|14.79|2|3|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|559.7|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0.0|0|0.0|0.0|0.0|0.0|559.7|0.0|0.0|0.0|0.066|559.7|45.26|3|2
2018|01|01|2018-01-01|01bcc9d254a0143f0ce9791b960b2a47|317.4|2|158.7|2|1|74.62|9.16|1|2|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|317.4|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0.0|0|0.0|0.0|0.0|0.0|317.4|0.0|0.0|0.0|0.022|1105.96|138.86|8|2
2018|01|01|2018-01-01|01c97ebb5cdac52891c0ed1c37ba0012|58.8|1|58.8|2|1|54.56|3.37|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|58.8|0.0|0.0|0|0.0|0|0.0|0.0|0.0|0.0|58.8|0.0|0.0|0.0|0.011|176.4|261.97|5|1
2018|01|01|2018-01-01|01ed254b9ff8407dfb9d99ba1e17d923|448.99|2|224.5|2|2|53.14|9.03|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|448.99|0|0.0|0.0|0.0|0.0|448.99|0.0|0.0|0.0|0.022|1465.99|149.55|5|2
2018|01|01|2018-01-01|01fdefa7697d26ad920e9e0346d4bd1b|4072.44|32|127.26|33|10|10.34|11.44|3|22|0|1|0|0|0|1|0|0|2|0|0|0|0|0|0|0|0|2|6|0|0|0|4|2|0|15|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|4072.4399999999982|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0.0|0|0.0|0.0|0.0|817.37|3255.07|0.0|0.0|0.0|0.239|7976.07|249.33|65|13
2018|01|01|2018-01-01|0241d4d5d36f10f80c644447315af0bd|1474.7|24|61.45|26|12|13.41|11.29|3|19|0|0|0|0|2|0|1|0|1|0|3|0|0|0|0|2|0|0|3|0|0|0|2|1|0|11|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1474.7000000000003|0.0|0.0|0.0|0.0|0.0|0|0.0|0|0.0|0.0|0.0|304.3|1130.5|0.0|0.0|39.9|0.23|1474.7|82.62|24|12
2018|01|01|2018-01-01|0249d282d911d23cb8b869ab49c99f53|328.0|8|41.0|8|4|38.88|10.03|2|7|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|1|0|0|0|0|1|0|4|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|328.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0.0|0|0.0|0.0|0.0|72.0|256.0|0.0|0.0|0.0|0.076|371.0|104.12|10|4
2018|01|01|2018-01-01|02c988090b766852e088c69d7fb3b551|232.77|2|116.39|4|2|34.2|13.79|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|0|0|0|0|0|0|1|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|119.4|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0.0|0|113.37|0.0|0.0|0.0|119.4|0.0|0.0|113.37|0.022|550.07|163.25|5|5
2018|01|01|2018-01-01|02d35243ea2e497335cd0f076b45675d|3005.0|4|751.25|5|2|13.49|33.68|2|4|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|2|0|0|0|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3005.0|0.0|0.0|0.0|0.0|0.0|0|0.0|0|0.0|0.0|0.0|0.0|3005.0|0.0|0.0|0.0|0.043|5246.0|245.05|12|2
2018|01|01|2018-01-01|02ecc2a19303f05e59ce133fd923fff7|1999.6|6|333.27|9|5|4.33|11.99|2|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|7|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|956.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|715.9|0.0|0.0|0.0|0.0|0.0|0.0|0.0|327.7|0.0|0.0|0.0|0.0|0.0|0|0.0|0|0.0|0.0|0.0|129.2|1870.4|0.0|0.0|0.0|0.054|2360.3|196.24|9|8
2018|01|01|2018-01-01|02f5837340d7eb4f653d676c7256523a|1487.24|11|135.2|11|1|16.95|9.62|2|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|10|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1487.2400000000002|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0.0|0|0.0|0.0|0.0|0.0|1487.24|0.0|0.0|0.0|0.15|1487.24|60.1|11|1
2018|01|01|2018-01-01|04308b1ee57b6625f47df1d56f00eedf|8305.3|7|1186.47|7|5|11.13|17.32|2|7|0|0|0|0|0|1|0|1|0|0|0|0|0|1|0|0|0|0|1|1|0|0|0|0|0|2|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|8305.3|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0.0|0|0.0|0.0|0.0|2699.8|5605.5|0.0|0.0|0.0|0.149|8305.3|46.89|7|5
2018|01|01|2018-01-01|0432ead42b6c8a0bdf68154add917fdf|2017.8|23|87.73|23|19|1.7|6.9|3|17|0|0|0|0|1|0|1|0|0|0|1|0|0|0|0|0|1|2|4|0|0|0|1|3|0|9|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1938.0000000000007|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|79.8|0.0|0.0|0|0.0|0|0.0|0.0|0.0|189.7|1828.1|0.0|0.0|0.0|0.185|6851.3|273.3|73|50
2018|01|01|2018-01-01|048c2757535328e0d7dac690ad3c0aae|1713.7|9|190.41|9|7|1.38|21.08|3|9|0|0|0|0|1|0|1|0|0|0|2|0|1|0|0|0|0|0|2|0|0|0|0|1|0|0|1|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1713.7|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0.0|0|0.0|0.0|0.0|399.4|1314.3|0.0|0.0|0.0|0.098|4366.8|302.35|24|12
2018|01|01|2018-01-01|04aba03279157f6d4e0fe8ccaf21963c|1054.0|6|175.67|6|6|11.45|10.14|3|6|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0|4|0|0|0|0|0|0|0|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1054.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0.0|0|0.0|0.0|0.0|0.0|1054.0|0.0|0.0|0.0|0.065|1454.0|234.5|9|7
2018|01|01|2018-01-01|04e38a233f726ef161074ab1c9b0399a|290.9|8|36.36|11|6|36.76|13.32|2|6|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|2|0|0|0|0|0|0|7|0|0.0|0.0|0.0|0.0|0.0|0.0|69.8|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|148.4|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0.0|0|0.0|0.0|72.69999999999999|36.9|254.0|0.0|0.0|0.0|0.065|571.5|107.96|12|7
2018|01|01|2018-01-01|04fdea0c111866e6cf812f1570d6b5bd|485.0|4|121.25|4|2|15.99|22.02|3|4|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|200.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|285.0|0.0|0.0|0|0.0|0|0.0|0.0|0.0|0.0|485.0|0.0|0.0|0.0|0.051|485.0|78.61|4|2
2018|01|01|2018-01-01|0509040ea3fe50071181bbc359eb7738|1342.0|35|38.34|40|16|1.53|13.17|3|20|0|1|0|0|0|0|2|2|1|1|14|0|0|1|0|0|1|1|3|0|0|0|0|0|0|13|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1341.9999999999993|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0.0|0|0.0|0.0|0.0|397.7|920.5|0.0|0.0|23.8|0.217|2209.25|242.39|54|22
2018|01|01|2018-01-01|052577151711aec5c744fe12e66db3e1|687.0|1|687.0|1|1|66.2|14.01|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|687.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0.0|0|0.0|0.0|0.0|687.0|0.0|0.0|0.0|0.0|0.015|687.0|66.2|1|1
2018|01|01|2018-01-01|054694fa03fe82cec4b7551487331d74|497.0|1|497.0|1|1|75.13|44.01|1|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|497.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0.0|0|0.0|0.0|0.0|0.0|497.0|0.0|0.0|0.0|0.011|6681.0|358.27|16|11
2018|01|01|2018-01-01|056b4ada5bbc2c50cc7842547dda6b51|995.98|4|249.0|4|4|5.49|10.98|1|4|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|2|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|639.99|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|355.99|0|0.0|0.0|0.0|0.0|995.98|0.0|0.0|0.0|0.131|995.98|30.52|4|4
2018|01|01|2018-01-01|058cb5aeb36d7c0fcae20fc85d5e0a59|92.0|1|92.0|1|1|86.36|11.08|1|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|92.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0.0|0|0.0|0.0|0.0|0.0|92.0|0.0|0.0|0.0|0.011|276.0|97.04|3|3
2018|01|01|2018-01-01|058fd0aa2bfdb2274e05e1ae971dabb6|4276.5|33|129.59|35|7|11.24|9.14|3|20|0|1|0|0|0|2|0|0|1|0|6|0|0|0|0|0|0|0|3|0|0|0|3|0|1|18|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|280.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3996.5|0.0|0|0.0|0|0.0|0.0|0.0|1110.0|3026.5|0.0|0.0|140.0|0.217|4421.5|149.6|35|7
2018|01|01|2018-01-01|05a940b4ecae36cadfd8e93bd9c43257|65.9|1|65.9|1|1|4.82|16.71|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|65.9|0.0|0.0|0|0.0|0|0.0|0.0|0.0|65.9|0.0|0.0|0.0|0.0|0.011|399.3|168.27|7|6
2018|01|01|2018-01-01|05d2173d43ea568aa0540eba70d2ca76|987.68|11|89.79|11|9|11.71|14.2|2|9|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|9|0|0.0|0.0|0.0|0.0|0.0|677.68|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|165.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0.0|0|0.0|0.0|145.0|273.16|714.52|0.0|0.0|0.0|0.098|1065.68|95.49|12|10
2018|01|01|2018-01-01|05f51e13da97139648b8125c31e5f51b|3855.14|23|167.61|24|12|33.42|15.5|2|14|0|0|0|0|0|1|3|1|0|0|4|0|0|0|0|0|0|0|5|0|0|0|0|0|0|10|0|0.0|0.0|0.0|0.0|0.0|0.0|3659.240000000001|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|195.9|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0.0|0|0.0|0.0|0.0|470.79|3384.35|0.0|0.0|0.0|0.152|11989.62|174.32|54|18
2018|01|01|2018-01-01|05feb94f19d094d4b0f9281f0b1d4c99|3014.0|2|1507.0|2|2|4.45|10.67|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1688.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0.0|0|0.0|0.0|1326.0|0.0|3014.0|0.0|0.0|0.0|0.022|5977.0|138.72|4|2
2018|01|01|2018-01-01|05ff92fedb5be47920fea08e501238b9|2795.34|10|279.53|10|7|3.07|15.97|3|7|0|0|0|0|0|0|2|1|0|0|1|0|0|0|0|0|0|0|0|0|1|0|1|0|1|3|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|420.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|778.94|0.0|0.0|998.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0.0|0|0.0|0.0|0.0|618.0|2177.34|0.0|0.0|0.0|0.076|13353.54|451.33|39|16
2018|01|01|2018-01-01|06579cb253ecd5a3a12a9e6eb6bf8f47|964.6|14|68.9|14|6|16.3|8.76|3|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|0|0|0|0|0|0|9|0|89.9|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0.0|0|0.0|0.0|874.6999999999998|411.5|553.1|0.0|0.0|0.0|0.098|2265.9|150.25|31|8
2018|01|01|2018-01-01|066a6914e1ebf3ea95a216c73a986b91|698.96|4|174.74|4|4|21.38|14.07|2|4|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|2|0|0|0|0|0|0|1|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|698.96|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0.0|0|0.0|0.0|0.0|0.0|698.96|0.0|0.0|0.0|0.043|6770.11|451.25|42|31
2018|01|01|2018-01-01|0691148aee60ca47977c187804f935ae|239.63|5|47.93|5|5|11.02|16.97|2|4|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|2|0|1|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|239.63|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0.0|0|0.0|0.0|0.0|0.0|239.63|0.0|0.0|0.0|0.107|239.63|37.27|5|5
